category,description
politics,"NEWTON, Iowa — It was a subdued Donald J. Trump who sat for a town-hall-style event focused on the middle class on Thursday here in a town where a Maytag plant closed eight years ago, throwing 1,900 people out of well-paying jobs with benefits. One former employee of the factory, Herman Couples, said: “I watched the town slowly die.’’"
politics,"An anonymous woman on Tuesday defended her claim that Herschel Walker, the Republican nominee for U.S. Senate in Georgia, pressured her to have an abortion nearly three decades ago after a yearslong extramarital relationship."
economy,"The British Petroleum Company, the first foreign oil company to drill for oil in China, said today that it had started a second well exploring the Pearl River Basin of the South China Sea. British Petroleum announced a week ago that its first offshore well had struck oil, but that not enough ahd been found to be worth exploiting and the well was abandoned."
economy,"THINK about your favorite retail store. Call it XYZ. On a scale of 1 to 5 -- 1 means you're neutral, 5 means you agree strongly; rate these statements:"
economy,"TIME-LIFE EXECUTIVE CHAIR -- Designed by Charles Eames for Herman Miller in the early 1960's, a takeoff on his Time-Life Building lobby chair; incredibly wide and comfortable in high-grade leather, $2,395. At Design Within Reach, dwr.com, and on eBay, selling rarely for more than $1,000. DAVID COLMAN FAVORITE THINGS"
economy,"Almost every judicial opinion instantly becomes fodder for second-guessing by all affected parties. The winner typically extols the virtues of the court’s analysis, while the loser attacks the judge’s reasoning as flawed to the point of leading to catastrophic consequences."
economy,"HONG KONG — Nomura, the Japanese financial group, said on Thursday that it had reached a settlement with Banca Monte dei Paschi di Siena in Italy over a multimillion-dollar derivative transaction that went bad, known as the Alexandria notes."
economy,"JIM BELOFF found his muse at a flea market in Pasadena, Calif., 14 years ago. It was a Martin tenor ukulele that cost $250, and it changed his life."
economy,"Los Gatos, Calif. - LONG before his company celebrated its 2002 stock-market debut, and long before he learned that millions of customers also meant head-to-head competition with the likes of Blockbuster and Wal-Mart Stores, Reed Hastings was just another small-business man fretting his way through the 1998 holiday season, wondering if his 14-month-old start-up would survive the winter."
economy,"SYDNEY, Australia — Brookfield Infrastructure Partners, a global asset manager, said on Tuesday that a group it leads had reached an agreement to buy the Australian port and railroad operator Asciano for about $8.8 billion in cash and stock, and that it was shopping for ports farther afield in a push to expand."
economy,"DALLAS - WHEN Bob Duncan was studying engineering management at the University of Texas in the mid-1980's, Japanese competition had American businesses terrified. ""There was great concern that Japan would eliminate the U.S. manufacturing base just totally,"" he recalled."
economy,"The Qihoo 360 Technology Company, a maker of mobile security software in China, said on Wednesday that a consortium led by its chief executive had offered to acquire the company for about $10 billion in cash."
entertainment,"From a London film studio, with the country brought to its knees by Nazi bombings, came Noel Coward's IN WHICH WE SERVE (1942), a towering human drama about a British destroyer and her crew. The battered sailors watch their torpedoed vessel sink, as they cling to rafts and debris and reminisce about home and family. The nostalgic vignettes center on the captain (Coward, above left), his first mate (Bernard Miles) and a young crewman (John Mills). Coward's portrayal and the ship's plight were reportedly based on his friend Lord Louis Mountbatten and his doomed boat off Crete -- THURSDAY at 10 A.M. and 3 P.M. on HIST. Howard Thompson"
entertainment,"Frank Capra's sunny but soulful comedy MR. DEEDS GOES TO TOWN (1936), about Longfellow Deeds, the tuba-playing poet laureate of Mandrake Falls, Vt., who inherits a fortune and comes to Manhattan, was a huge Depression-hit and an instant classic. Gary Cooper as the naive but noble provincial protagonist proves his mettle, charming a formidable city and a cynical reporter (Jean Arthur) who comes to love him. Mr Capra and his wise scene writer, Robert Riskin, explore human nature with delightful, quirky surprises, and the two stars are entirely pervasive -- TUESDAY at 7 P.M. and MIDNIGHT on AMC. Howard Thompson"
entertainment,YOU have to feel sorry for HBO's latest young heroine. Her preoccuppied and self-centered father is in danger of losing his job. She may have to move out of her home. Her cat disappears. One of her older sisters has it in for her.
entertainment,"Just in time for the school year, PBS is opening the gates to a playground full of bright and curious faces - some familiar, some new, some human and some not even close. Video clips and character information can be found at www.pkskids.org, along with games, artwork and quizzes related to the new season. The shows that follow all have their premieres on Channel 13 this week. - Kathryn Shattuck"
entertainment,"BAD EDUCATION (2004) Thursday/Early Friday at 1:50 a.m. on Cinemax Pedro Almodóvar's most recent work, named best foreign-language film by the New York Film Critics Circle, is highly satisfying film noir with a kick. Gael García Bernal (above), the handsome heartthrob from ""Motorcycle Diaries"" and ""Y Tu Mamá También,"" stars as a young man with a movie idea for his filmmaker friend (Fele Martínez). It's the story of his own sexual abuse by a Roman Catholic priest (Daniel Giménez Cacho). But a story can be told in more than one way. And people can seem so different at times."
